gameDate,Player Id,Name,Position,Year,Season,Week,Game Date,Home or Away,Opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost
2017-10-29,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,8,10/29,Home,MIN,L,16 to 33,1,0,1.0,0.0,0.0,0.0,0.0,,,,,,,
2017-11-12,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,10,11/12,Away,DET,L,24 to 38,1,0,4.0,70.0,17.5,35.0,0.0,,,,,,1.0,1.0
2017-11-19,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,11,11/19,Home,JAX,L,7 to 19,1,0,1.0,5.0,5.0,5.0,0.0,,,,,,,
2017-11-26,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,12,11/26,Away,CIN,L,16 to 30,1,1,2.0,33.0,16.5,24.0,0.0,,,,,,,
2017-12-03,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,13,12/03,Away,LAC,L,10 to 19,1,1,2.0,33.0,16.5,25.0,0.0,,,,,,,
2017-12-10,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,14,12/10,Home,GB,L,21 to 27,1,0,2.0,16.0,8.0,11.0,0.0,,,,,,,
2017-12-17,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,15,12/17,Home,BAL,L,10 to 27,1,0,2.0,32.0,16.0,23.0,0.0,,,,,,,
2017-12-24,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,16,12/24,Away,CHI,L,3 to 20,1,0,3.0,12.0,4.0,5.0,0.0,,,,,,,
2017-12-31,sethdevalve/2556365,"DeValve, Seth",TE,2017,Regular Season,17,12/31,Away,PIT,L,24 to 28,1,0,0.0,0.0,,,0.0,,,,,,,
2016-09-11,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,1,09/11,Away,PHI,L,10 to 29,1,0,,,,,,,,,,,,
2016-09-18,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,2,09/18,Home,BAL,L,20 to 25,1,0,,,,,,,,,,,,
2016-09-25,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,3,09/25,Away,MIA,L,24 to 30,1,0,,,,,,,,,,,,
2016-10-02,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,4,10/02,Away,WAS,L,20 to 31,0,0,,,,,,,,,,,,
2016-10-09,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,5,10/09,Home,NE,L,13 to 33,0,0,,,,,,,,,,,,
2016-10-16,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,6,10/16,Away,TEN,L,26 to 28,0,0,,,,,,,,,,,,
2016-10-23,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,7,10/23,Away,CIN,L,17 to 31,0,0,,,,,,,,,,,,
2016-10-30,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,8,10/30,Home,NYJ,L,28 to 31,1,1,1.0,5.0,5.0,5.0,0.0,,,,,,,
2016-11-06,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,9,11/06,Home,DAL,L,10 to 35,1,0,,,,,,,,,,,,
2016-11-10,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,10,11/10,Away,BAL,L,7 to 28,1,0,1.0,25.0,25.0,25.0,1.0,,,,,,,
2016-11-20,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,11,11/20,Home,PIT,L,9 to 24,1,0,1.0,8.0,8.0,8.0,0.0,,,,,,,
2016-11-27,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,12,11/27,Home,NYG,L,13 to 27,1,0,3.0,39.0,13.0,21.0,0.0,,,,,,,
2016-12-11,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,14,12/11,Home,CIN,L,10 to 23,1,1,1.0,11.0,11.0,11.0,0.0,,,,,,,
2016-12-18,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,15,12/18,Away,BUF,L,13 to 33,1,0,1.0,6.0,6.0,6.0,0.0,,,,,,,
2016-12-24,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,16,12/24,Home,SD,W,20 to 17,1,0,1.0,21.0,21.0,21.0,0.0,,,,,,,
2016-01-01,sethdevalve/2556365,"DeValve, Seth",TE,2016,Regular Season,17,01/01,Away,PIT,L,24 to 27,1,0,1.0,12.0,12.0,12.0,1.0,,,,,,,
2017-09-11,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,1,09/11,Home,LAC,W,24 to 21,1,0,3.0,34.0,11.3,13.0,0.0,,,,,,,
2017-09-17,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,2,09/17,Home,DAL,W,42 to 17,1,0,0.0,0.0,,,0.0,,,,,,,
2017-09-24,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,3,09/24,Away,BUF,L,16 to 26,1,1,1.0,5.0,5.0,5.0,0.0,,,,,,,
2017-10-01,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,4,10/01,Home,OAK,W,16 to 10,1,0,4.0,75.0,18.8,29.0,1.0,,,,,,,
2017-10-15,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,6,10/15,Home,NYG,L,10 to 23,1,0,1.0,10.0,10.0,10.0,0.0,,,,,,,
2017-10-22,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,7,10/22,Away,LAC,L,0 to 21,1,0,6.0,66.0,11.0,23.0,0.0,,,,,,1.0,1.0
2017-10-30,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,8,10/30,Away,KC,L,19 to 29,1,0,2.0,21.0,10.5,11.0,1.0,,,,,,,
2017-11-05,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,9,11/05,Away,PHI,L,23 to 51,1,0,1.0,11.0,11.0,11.0,0.0,,,,,,,
2017-11-12,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,10,11/12,Home,NE,L,16 to 41,1,0,1.0,2.0,2.0,2.0,0.0,,,,,,,
2017-12-03,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,13,12/03,Home,DEN,W,35 to 9,0,0,,,,,,,,,,,,
2017-12-11,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,14,12/11,Home,NE,W,27 to 20,0,0,,,,,,,,,,,,
2017-12-17,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,15,12/17,Away,BUF,L,16 to 24,0,0,,,,,,,,,,,,
2017-12-24,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,16,12/24,Away,KC,L,13 to 29,1,0,1.0,11.0,11.0,11.0,0.0,,,,,,,
2017-12-31,a.j.derby/2552580,"Derby, A.J.",TE,2017,Regular Season,17,12/31,Home,BUF,L,16 to 22,1,0,1.0,9.0,9.0,9.0,0.0,,,,,,,
2016-09-11,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,1,09/11,Away,ARI,W,23 to 21,1,0,,,,,,,,,,,,
2016-09-18,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,2,09/18,Home,MIA,W,31 to 24,0,0,,,,,,,,,,,,
2016-09-22,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,3,09/22,Home,HOU,W,27 to 0,0,0,,,,,,,,,,,,
2016-10-02,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,4,10/02,Home,BUF,L,0 to 16,1,0,,,,,,,,,,,,
2016-10-09,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,5,10/09,Away,CLE,W,33 to 13,1,0,,,,,,,,,,,,
2016-10-16,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,6,10/16,Home,CIN,W,35 to 17,1,0,,,,,,,,,,,,
2016-10-23,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,7,10/23,Away,PIT,W,27 to 16,0,0,,,,,,,,,,,,
2016-10-30,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,8,10/30,Home,SD,W,27 to 19,0,0,,,,,,,,,,,,
2016-11-06,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,9,11/06,Away,OAK,L,20 to 30,1,1,0.0,0.0,,,0.0,,,,,,,
2016-11-13,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,10,11/13,Away,NO,W,25 to 23,1,0,2.0,22.0,11.0,12.0,0.0,,,,,,,
2016-11-27,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,12,11/27,Home,KC,L,27 to 30,1,0,4.0,43.0,10.8,13.0,0.0,,,,,,,
2016-12-04,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,13,12/04,Away,JAX,W,20 to 10,1,1,1.0,3.0,3.0,3.0,0.0,,,,,,,
2016-12-11,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,14,12/11,Away,TEN,L,10 to 13,1,1,5.0,57.0,11.4,17.0,0.0,,,,,,1.0,1.0
2016-12-18,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,15,12/18,Home,NE,L,3 to 16,1,0,4.0,35.0,8.8,16.0,0.0,,,,,,,
2016-12-25,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,16,12/25,Away,KC,L,10 to 33,0,0,,,,,,,,,,,,
2016-01-01,a.j.derby/2552580,"Derby, A.J.",TE,2016,Regular Season,17,01/01,Home,OAK,W,24 to 6,0,0,,,,,,,,,,,,
2017-09-10,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,1,09/10,Away,SF,W,23 to 3,1,0,0.0,0.0,,,0.0,,,,,,,
2017-09-17,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,2,09/17,Home,BUF,W,9 to 3,1,1,2.0,26.0,13.0,20.0,0.0,,,,,,,
2017-09-24,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,3,09/24,Home,NO,L,13 to 34,1,1,1.0,8.0,8.0,8.0,0.0,,,,,,,
2017-10-01,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,4,10/01,Away,NE,W,33 to 30,1,1,3.0,62.0,20.7,25.0,0.0,,,,,,,
2017-10-08,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,5,10/08,Away,DET,W,27 to 24,1,1,5.0,175.0,35.0,64.0,0.0,,,,,,,
2017-10-12,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,6,10/12,Home,PHI,L,23 to 28,1,1,4.0,36.0,9.0,13.0,0.0,,,,,,,
2017-10-22,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,7,10/22,Away,CHI,L,3 to 17,1,1,3.0,18.0,6.0,11.0,0.0,,,,,,,
2017-10-29,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,8,10/29,Away,TB,W,17 to 3,1,1,4.0,24.0,6.0,14.0,0.0,,,,,,,
2017-11-05,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,9,11/05,Home,ATL,W,20 to 17,1,1,0.0,0.0,,,0.0,,,,,,,
2017-11-13,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,10,11/13,Home,MIA,W,45 to 21,1,1,3.0,33.0,11.0,20.0,1.0,,,,,,,
2017-11-26,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,12,11/26,Away,NYJ,W,35 to 27,1,1,1.0,15.0,15.0,15.0,0.0,,,,,,,
2017-12-03,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,13,12/03,Away,NO,L,21 to 31,1,1,2.0,18.0,9.0,12.0,0.0,,,,,,,
2017-12-10,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,14,12/10,Home,MIN,W,31 to 24,1,0,0.0,0.0,,,0.0,,,,,,,
2017-12-17,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,15,12/17,Home,GB,W,31 to 24,1,0,,,,,,,,,,,,
2017-12-24,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,16,12/24,Home,TB,W,22 to 19,1,0,,,,,,,,,,,,
2017-12-31,eddickson/497224,"Dickson, Ed",TE,2017,Regular Season,17,12/31,Away,ATL,L,10 to 22,1,1,2.0,22.0,11.0,11.0,0.0,,,,,,,
2016-09-08,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,1,09/08,Away,DEN,L,20 to 21,1,1,,,,,,,,,,,,
2016-09-18,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,2,09/18,Home,SF,W,46 to 27,1,1,0.0,0.0,,,0.0,,,,,,,
2016-09-25,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,3,09/25,Home,MIN,L,10 to 22,1,0,1.0,23.0,23.0,23.0,0.0,,,,,,,
2016-10-02,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,4,10/02,Away,ATL,L,33 to 48,1,0,2.0,17.0,8.5,9.0,0.0,,,,,,,
2016-10-10,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,5,10/10,Home,TB,L,14 to 17,1,1,,,,,,,,,,,,
2016-10-16,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,6,10/16,Away,NO,L,38 to 41,1,0,3.0,23.0,7.7,15.0,1.0,,,,,,,
2016-10-30,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,8,10/30,Home,ARI,W,30 to 20,1,0,,,,,,,,,,,,
2016-11-06,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,9,11/06,Away,LA,W,13 to 10,1,1,2.0,17.0,8.5,11.0,0.0,,,,,,,
2016-11-13,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,10,11/13,Home,KC,L,17 to 20,1,1,1.0,26.0,26.0,26.0,0.0,,,,,,,
2016-11-17,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,11,11/17,Home,NO,W,23 to 20,1,1,0.0,0.0,,,0.0,,,,,,,
2016-11-27,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,12,11/27,Away,OAK,L,32 to 35,1,1,,,,,,,,,,,,
2016-12-04,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,13,12/04,Away,SEA,L,7 to 40,1,1,0.0,0.0,,,0.0,,,,,,,
2016-12-11,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,14,12/11,Home,SD,W,28 to 16,1,0,0.0,0.0,,,0.0,,,,,,,
2016-12-19,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,15,12/19,Away,WAS,W,26 to 15,1,0,1.0,28.0,28.0,28.0,0.0,,,,,,,
2016-12-24,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,16,12/24,Home,ATL,L,16 to 33,1,0,0.0,0.0,,,0.0,,,,,,,
2016-01-01,eddickson/497224,"Dickson, Ed",TE,2016,Regular Season,17,01/01,Away,TB,L,16 to 17,1,0,0.0,0.0,,,0.0,,,,,,,
2015-09-13,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,1,09/13,Away,JAC,W,20 to 9,1,1,1.0,9.0,9.0,9.0,0.0,,,,,,,
2015-09-20,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,2,09/20,Home,HOU,W,24 to 17,1,1,,,,,,,,,,,,
2015-09-27,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,3,09/27,Home,NO,W,27 to 22,1,0,2.0,19.0,9.5,10.0,0.0,,,,,,,
2015-10-04,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,4,10/04,Away,TB,W,37 to 23,1,0,1.0,11.0,11.0,11.0,0.0,,,,,,,
2015-10-18,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,6,10/18,Away,SEA,W,27 to 23,1,0,3.0,24.0,8.0,14.0,0.0,,,,,,,
2015-10-25,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,7,10/25,Home,PHI,W,27 to 16,1,1,,,,,,,,,,,,
2015-11-02,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,8,11/02,Home,IND,W,29 to 26,1,1,,,,,,,,,,,,
2015-11-08,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,9,11/08,Home,GB,W,37 to 29,1,1,1.0,6.0,6.0,6.0,0.0,,,,,,,
2015-11-15,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,10,11/15,Away,TEN,W,27 to 10,1,1,3.0,21.0,7.0,17.0,1.0,,,,,,,
2015-11-22,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,11,11/22,Home,WAS,W,44 to 16,1,1,0.0,0.0,,,0.0,,,,,,,
2015-11-26,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,12,11/26,Away,DAL,W,33 to 14,1,1,0.0,0.0,,,0.0,,,,,,,
2015-12-06,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,13,12/06,Away,NO,W,41 to 38,1,1,3.0,27.0,9.0,16.0,0.0,,,,,,,
2015-12-13,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,14,12/13,Home,ATL,W,38 to 0,1,1,1.0,4.0,4.0,4.0,1.0,,,,,,,
2015-12-20,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,15,12/20,Away,NYG,W,38 to 35,1,1,,,,,,,,,,,,
2015-12-27,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,16,12/27,Away,ATL,L,13 to 20,1,0,0.0,0.0,,,0.0,,,,,,,
2015-01-03,eddickson/497224,"Dickson, Ed",TE,2015,Regular Season,17,01/03,Home,TB,W,38 to 10,1,0,2.0,0.0,0.0,1.0,0.0,,,,,,,
2014-09-07,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,1,09/07,Away,TB,W,20 to 14,1,0,,,,,,,,,,,,
2014-09-14,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,2,09/14,Home,DET,W,24 to 7,1,0,0.0,0.0,,,0.0,,,,,,,
2014-09-21,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,3,09/21,Home,PIT,L,19 to 37,1,0,,,,,,,,,,,,
2014-09-28,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,4,09/28,Away,BAL,L,10 to 38,1,1,,,,,,,,,,,,
2014-10-05,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,5,10/05,Home,CHI,W,31 to 24,1,1,2.0,16.0,8.0,8.0,0.0,,,,,,,
2014-10-12,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,6,10/12,Away,CIN,T,37 to 37,1,1,0.0,0.0,,,0.0,,,,,,,
2014-10-19,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,7,10/19,Away,GB,L,17 to 38,1,1,0.0,0.0,,,0.0,,,,,,,
2014-10-26,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,8,10/26,Home,SEA,L,9 to 13,1,1,1.0,13.0,13.0,13.0,0.0,,,,,,1.0,0.0
2014-10-30,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,9,10/30,Home,NO,L,10 to 28,1,1,0.0,0.0,,,0.0,,,,,,,
2014-11-10,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,10,11/10,Away,PHI,L,21 to 45,1,1,1.0,7.0,7.0,7.0,0.0,,,,,,,
2014-11-16,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,11,11/16,Home,ATL,L,17 to 19,1,1,2.0,20.0,10.0,17.0,0.0,,,,,,,
2014-11-30,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,13,11/30,Away,MIN,L,13 to 31,1,0,,,,,,,,,,,,
2014-12-07,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,14,12/07,Away,NO,W,41 to 10,1,0,1.0,10.0,10.0,10.0,0.0,,,,,,,
2014-12-14,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,15,12/14,Home,TB,W,19 to 17,1,1,0.0,0.0,,,0.0,,,,,,,
2014-12-21,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,16,12/21,Home,CLE,W,17 to 13,1,0,2.0,44.0,22.0,34.0,0.0,,,,,,,
2014-12-28,eddickson/497224,"Dickson, Ed",TE,2014,Regular Season,17,12/28,Away,ATL,W,34 to 3,1,1,1.0,5.0,5.0,5.0,1.0,,,,,,,
2013-09-05,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,1,09/05,Away,DEN,L,27 to 49,1,1,1.0,13.0,13.0,13.0,0.0,,,,,,,
2013-09-15,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,2,09/15,Home,CLE,W,14 to 6,1,1,0.0,0.0,,,0.0,,,,,,,
2013-09-22,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,3,09/22,Home,HOU,W,30 to 9,1,1,,,,,,,,,,,,
2013-09-29,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,4,09/29,Away,BUF,L,20 to 23,1,1,2.0,12.0,6.0,8.0,0.0,,,,,,,
2013-10-06,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,5,10/06,Away,MIA,W,26 to 23,1,1,2.0,51.0,25.5,43.0,0.0,,,,,,,
2013-10-13,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,6,10/13,Home,GB,L,17 to 19,1,0,,,,,,,,,,,,
2013-10-20,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,7,10/20,Away,PIT,L,16 to 19,1,1,2.0,17.0,8.5,11.0,0.0,,,,,,,
2013-11-03,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,9,11/03,Away,CLE,L,18 to 24,1,1,1.0,3.0,3.0,3.0,0.0,,,,,,,
2013-11-10,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,10,11/10,Home,CIN,W,20 to 17,1,1,3.0,28.0,9.3,14.0,0.0,,,,,,,
2013-11-17,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,11,11/17,Away,CHI,L,20 to 23,1,1,1.0,16.0,16.0,16.0,0.0,,,,,,,
2013-11-24,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,12,11/24,Home,NYJ,W,19 to 3,1,1,3.0,55.0,18.3,27.0,0.0,,,,,,,
2013-11-28,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,13,11/28,Home,PIT,W,22 to 20,1,1,1.0,16.0,16.0,16.0,0.0,,,,,,,
2013-12-08,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,14,12/08,Home,MIN,W,29 to 26,1,1,2.0,8.0,4.0,7.0,1.0,,,,,,,
2013-12-16,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,15,12/16,Away,DET,W,18 to 16,1,1,3.0,10.0,3.3,5.0,0.0,,,,,,,
2013-12-22,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,16,12/22,Home,NE,L,7 to 41,1,1,4.0,44.0,11.0,17.0,0.0,,,,,,,
2013-12-29,eddickson/497224,"Dickson, Ed",TE,2013,Regular Season,17,12/29,Away,CIN,L,17 to 34,1,0,,,,,,,,,,,,
2012-09-10,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,1,09/10,Home,CIN,W,44 to 13,1,0,2.0,22.0,11.0,19.0,0.0,,,,,,,
2012-09-16,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,2,09/16,Away,PHI,L,23 to 24,1,0,1.0,23.0,23.0,23.0,0.0,,,,,,,
2012-09-23,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,3,09/23,Home,NE,W,31 to 30,1,1,2.0,5.0,2.5,3.0,0.0,,,,,,,
2012-09-27,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,4,09/27,Home,CLE,W,23 to 16,1,1,,,,,,,,,,,,
2012-10-07,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,5,10/07,Away,KC,W,9 to 6,1,1,1.0,11.0,11.0,11.0,0.0,,,,,,,
2012-10-14,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,6,10/14,Home,DAL,W,31 to 29,1,1,1.0,8.0,8.0,8.0,0.0,,,,,,,
2012-10-21,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,7,10/21,Away,HOU,L,13 to 43,1,1,1.0,5.0,5.0,5.0,0.0,,,,,,,
2012-11-04,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,9,11/04,Away,CLE,W,25 to 15,1,1,2.0,11.0,5.5,8.0,0.0,,,,,,,
2012-11-11,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,10,11/11,Home,OAK,W,55 to 20,1,1,2.0,59.0,29.5,40.0,0.0,,,,,,,
2012-11-18,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,11,11/18,Away,PIT,W,13 to 10,1,1,2.0,8.0,4.0,6.0,0.0,,,,,,,
2012-11-25,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,12,11/25,Away,SD,W,16 to 13,1,1,,,,,,,,,,,,
2012-12-02,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,13,12/02,Home,PIT,L,20 to 23,0,0,,,,,,,,,,,,
2012-12-09,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,14,12/09,Away,WAS,L,28 to 31,0,0,,,,,,,,,,,,
2012-12-16,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,15,12/16,Home,DEN,L,17 to 34,0,0,,,,,,,,,,,,
2012-12-23,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,16,12/23,Home,NYG,W,33 to 14,1,1,1.0,9.0,9.0,9.0,0.0,,,,,,,
2012-12-30,eddickson/497224,"Dickson, Ed",TE,2012,Regular Season,17,12/30,Away,CIN,L,17 to 23,1,1,6.0,64.0,10.7,15.0,0.0,,,,,,,
2011-09-11,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,1,09/11,Home,PIT,W,35 to 7,1,1,5.0,59.0,11.8,18.0,1.0,,,,,,,
2011-09-18,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,2,09/18,Away,TEN,L,13 to 26,1,1,2.0,25.0,12.5,16.0,0.0,,,,,,,
2011-09-25,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,3,09/25,Away,STL,W,37 to 7,1,1,5.0,51.0,10.2,19.0,0.0,,,,,,,
2011-10-02,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,4,10/02,Home,NYJ,W,34 to 17,1,1,4.0,45.0,11.3,14.0,0.0,,,,,,,
2011-10-16,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,6,10/16,Home,HOU,W,29 to 14,1,1,2.0,20.0,10.0,13.0,0.0,,,,,,,
2011-10-24,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,7,10/24,Away,JAC,L,7 to 12,1,1,4.0,23.0,5.8,8.0,0.0,,,,,,,
2011-10-30,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,8,10/30,Home,ARI,W,30 to 27,1,1,6.0,46.0,7.7,14.0,0.0,,,,,,,
2011-11-06,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,9,11/06,Away,PIT,W,23 to 20,1,1,2.0,8.0,4.0,6.0,0.0,,,,,,,
2011-11-13,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,10,11/13,Away,SEA,L,17 to 22,1,1,10.0,79.0,7.9,19.0,2.0,,,,,,,
2011-11-20,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,11,11/20,Home,CIN,W,31 to 24,1,1,2.0,21.0,10.5,14.0,0.0,,,,,,,
2011-11-24,eddickson/497224,"Dickson, Ed",TE,2011,Regular Season,12,11/24,Home,SF,W,16 to 6,1,1,1.0,15.0,15.0,15.0,0.0,,,,,,,
