Player Id,Year,Position,Team,Games Played,Rushing Attempts,Rushing Attempts Per Game,Rushing Yards,Yards Per Carry,Rushing Yards Per Game,Rushing TDs,Longest Rushing Run,Rushing First Downs,Percentage of Rushing First Downs,Rushing More Than 20 Yards,Rushing More Than 40 Yards,Receptions,Receiving Yards,Yards Per Reception,Yards Per Game,Longest Reception,Receiving TDs,Receptions Longer than 20 Yards,Receptions Longer than 40 Yards,First Down Receptions,Fumbles,Fumbles Lost
vincemayle/2552431,2016,TE,Baltimore Ravens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vincemayle/2552431,2016,TE,Dallas Cowboys,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vincemayle/2552431,2015,TE,Dallas Cowboys,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zachmiller/238457,2017,TE,Chicago Bears,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,236.0,11.8,29.5,29.0,2.0,4.0,0.0,10.0,0.0,0.0
zachmiller/238457,2016,TE,Chicago Bears,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,486.0,10.3,48.6,34.0,4.0,5.0,0.0,28.0,0.0,0.0
zachmiller/238457,2015,TE,Chicago Bears,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,439.0,12.9,29.3,87.0,5.0,7.0,1.0,17.0,0.0,0.0
zachmiller/238457,2011,TE,Jacksonville Jaguars,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,10.5,10.5,14.0,1.0,0.0,0.0,2.0,0.0,0.0
zachmiller/238457,2010,TE,Jacksonville Jaguars,15.0,2.0,0.1,9.0,4.5,0.6,0.0,8.0,0.0,0.0,0.0,0.0,20.0,216.0,10.8,14.4,52.0,1.0,1.0,1.0,10.0,0.0,0.0
zachmiller/238457,2009,TE,Jacksonville Jaguars,14.0,1.0,0.1,3.0,3.0,0.2,0.0,3.0,1.0,100.0,0.0,0.0,21.0,212.0,10.1,15.1,62.0,2.0,2.0,1.0,10.0,0.0,0.0
davidnjoku/2557986,2017,TE,Cleveland Browns,16.0,1.0,0.1,1.0,1.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,32.0,386.0,12.1,24.1,34.0,4.0,8.0,0.0,17.0,0.0,0.0
nilespaul/2495211,2017,TE,Washington Redskins,14.0,2.0,0.1,4.0,2.0,0.3,0.0,5.0,1.0,50.0,0.0,0.0,13.0,94.0,7.2,6.7,32.0,0.0,1.0,0.0,4.0,0.0,0.0
nilespaul/2495211,2016,TE,Washington Redskins,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,13.5,3.4,16.0,0.0,0.0,0.0,2.0,0.0,0.0
nilespaul/2495211,2014,TE,Washington Redskins,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,507.0,13.0,31.7,50.0,1.0,7.0,2.0,20.0,1.0,1.0
nilespaul/2495211,2013,TE,Washington Redskins,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,12.8,3.4,25.0,0.0,1.0,0.0,2.0,0.0,0.0
nilespaul/2495211,2012,TE,Washington Redskins,16.0,1.0,0.1,-1.0,-1.0,-0.1,0.0,-1.0,0.0,0.0,0.0,0.0,8.0,152.0,19.0,9.5,37.0,1.0,5.0,0.0,5.0,1.0,0.0
nilespaul/2495211,2011,TE,Washington Redskins,13.0,1.0,0.1,7.0,7.0,0.5,0.0,7.0,0.0,0.0,0.0,0.0,2.0,25.0,12.5,1.9,14.0,0.0,0.0,0.0,2.0,0.0,0.0
jordanreed/2540160,2017,TE,Washington Redskins,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,211.0,7.8,35.2,20.0,2.0,1.0,0.0,10.0,1.0,0.0
jordanreed/2540160,2016,TE,Washington Redskins,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,686.0,10.4,57.2,33.0,6.0,9.0,0.0,41.0,1.0,1.0
jordanreed/2540160,2015,TE,Washington Redskins,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,952.0,10.9,68.0,32.0,11.0,14.0,0.0,54.0,3.0,2.0
jordanreed/2540160,2014,TE,Washington Redskins,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,465.0,9.3,42.3,30.0,0.0,4.0,0.0,23.0,1.0,1.0
jordanreed/2540160,2013,TE,Washington Redskins,9.0,1.0,0.1,18.0,18.0,2.0,0.0,18.0,1.0,100.0,0.0,0.0,45.0,499.0,11.1,55.4,38.0,3.0,3.0,0.0,30.0,0.0,0.0
richardrodgers/2550313,2017,TE,Green Bay Packers,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,160.0,13.3,10.7,36.0,1.0,3.0,0.0,6.0,0.0,0.0
richardrodgers/2550313,2016,TE,Green Bay Packers,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,271.0,9.0,16.9,22.0,2.0,2.0,0.0,14.0,0.0,0.0
richardrodgers/2550313,2015,TE,Green Bay Packers,16.0,1.0,0.1,11.0,11.0,0.7,0.0,11.0,1.0,100.0,0.0,0.0,58.0,510.0,8.8,31.9,61.0,8.0,6.0,1.0,27.0,0.0,0.0
richardrodgers/2550313,2014,TE,Green Bay Packers,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,225.0,11.3,14.1,43.0,2.0,3.0,1.0,9.0,0.0,0.0
delaniewalker/2495966,2017,TE,Tennessee Titans,16.0,2.0,0.1,-2.0,-1.0,-0.1,1.0,1.0,1.0,50.0,0.0,0.0,74.0,807.0,10.9,50.4,42.0,3.0,9.0,1.0,43.0,2.0,2.0
delaniewalker/2495966,2016,TE,Tennessee Titans,15.0,2.0,0.1,11.0,5.5,0.7,0.0,8.0,1.0,50.0,0.0,0.0,65.0,800.0,12.3,53.3,47.0,7.0,13.0,2.0,35.0,1.0,0.0
delaniewalker/2495966,2015,TE,Tennessee Titans,15.0,1.0,0.1,36.0,36.0,2.4,0.0,36.0,1.0,100.0,1.0,0.0,94.0,1088.0,11.6,72.5,61.0,6.0,13.0,2.0,52.0,0.0,0.0
delaniewalker/2495966,2014,TE,Tennessee Titans,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,890.0,14.1,59.3,68.0,4.0,13.0,2.0,33.0,2.0,0.0
delaniewalker/2495966,2013,TE,Tennessee Titans,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,571.0,9.5,38.1,33.0,6.0,5.0,0.0,30.0,1.0,0.0
delaniewalker/2495966,2012,TE,San Francisco 49ers,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,344.0,16.4,21.5,45.0,3.0,9.0,1.0,14.0,1.0,1.0
delaniewalker/2495966,2011,TE,San Francisco 49ers,15.0,3.0,0.2,5.0,1.7,0.3,0.0,14.0,1.0,33.3,0.0,0.0,19.0,198.0,10.4,13.2,29.0,3.0,2.0,0.0,9.0,0.0,0.0
delaniewalker/2495966,2010,TE,San Francisco 49ers,14.0,3.0,0.2,18.0,6.0,1.3,0.0,10.0,1.0,33.3,0.0,0.0,29.0,331.0,11.4,23.6,38.0,0.0,5.0,0.0,13.0,1.0,1.0
delaniewalker/2495966,2009,TE,San Francisco 49ers,16.0,3.0,0.2,34.0,11.3,2.1,0.0,16.0,2.0,66.7,0.0,0.0,21.0,233.0,11.1,14.6,39.0,0.0,4.0,0.0,10.0,2.0,2.0
delaniewalker/2495966,2008,TE,San Francisco 49ers,15.0,2.0,0.1,-13.0,-6.5,-0.9,0.0,-3.0,0.0,0.0,0.0,0.0,10.0,155.0,15.5,10.3,53.0,1.0,3.0,1.0,7.0,2.0,0.0
delaniewalker/2495966,2007,TE,San Francisco 49ers,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,174.0,8.3,10.9,26.0,1.0,2.0,0.0,8.0,0.0,0.0
delaniewalker/2495966,2006,TE,San Francisco 49ers,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,15.0,4.3,29.0,0.0,1.0,0.0,1.0,0.0,0.0
benjaminwatson/2506122,2017,TE,Baltimore Ravens,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,522.0,8.6,32.6,33.0,4.0,5.0,0.0,30.0,1.0,0.0
benjaminwatson/2506122,2015,TE,New Orleans Saints,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,825.0,11.1,51.6,46.0,6.0,13.0,1.0,42.0,1.0,1.0
benjaminwatson/2506122,2014,TE,New Orleans Saints,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,136.0,6.8,8.5,15.0,2.0,0.0,0.0,9.0,0.0,0.0
benjaminwatson/2506122,2013,TE,New Orleans Saints,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,226.0,11.9,15.1,32.0,2.0,4.0,0.0,14.0,0.0,0.0
benjaminwatson/2506122,2012,TE,Cleveland Browns,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,501.0,10.2,31.3,27.0,3.0,5.0,0.0,27.0,1.0,0.0
benjaminwatson/2506122,2011,TE,Cleveland Browns,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,410.0,11.1,31.5,34.0,2.0,3.0,0.0,21.0,0.0,0.0
benjaminwatson/2506122,2010,TE,Cleveland Browns,16.0,1.0,0.1,-1.0,-1.0,-0.1,0.0,-1.0,0.0,0.0,0.0,0.0,68.0,763.0,11.2,47.7,44.0,3.0,10.0,1.0,40.0,0.0,0.0
benjaminwatson/2506122,2009,TE,New England Patriots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,404.0,13.9,25.2,36.0,5.0,5.0,0.0,20.0,0.0,0.0
benjaminwatson/2506122,2008,TE,New England Patriots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,209.0,9.5,14.9,29.0,2.0,1.0,0.0,12.0,1.0,1.0
benjaminwatson/2506122,2007,TE,New England Patriots,12.0,1.0,0.1,11.0,11.0,0.9,0.0,11.0,1.0,100.0,0.0,0.0,36.0,389.0,10.8,32.4,35.0,6.0,7.0,0.0,21.0,1.0,0.0
benjaminwatson/2506122,2006,TE,New England Patriots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,643.0,13.1,49.5,40.0,3.0,10.0,2.0,32.0,3.0,1.0
benjaminwatson/2506122,2005,TE,New England Patriots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,441.0,15.2,29.4,35.0,4.0,10.0,0.0,22.0,1.0,1.0
benjaminwatson/2506122,2004,TE,New England Patriots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,16.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0
maxxwilliams/2552468,2017,TE,Baltimore Ravens,11.0,2.0,0.2,6.0,3.0,0.5,0.0,4.0,2.0,100.0,0.0,0.0,15.0,86.0,5.7,7.8,17.0,1.0,0.0,0.0,6.0,1.0,1.0
maxxwilliams/2552468,2016,TE,Baltimore Ravens,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maxxwilliams/2552468,2015,TE,Baltimore Ravens,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,268.0,8.4,19.1,28.0,1.0,2.0,0.0,16.0,1.0,0.0
timothywright/2541768,2015,TE,Detroit Lions,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,77.0,8.6,8.6,26.0,2.0,1.0,0.0,6.0,0.0,0.0
timothywright/2541768,2014,TE,New England Patriots,16.0,1.0,0.1,-2.0,-2.0,-0.1,0.0,-2.0,0.0,0.0,0.0,0.0,26.0,259.0,10.0,16.2,30.0,6.0,3.0,0.0,18.0,0.0,0.0
timothywright/2541768,2013,TE,Tampa Bay Buccaneers,16.0,1.0,0.1,2.0,2.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,54.0,571.0,10.6,35.7,36.0,5.0,5.0,0.0,30.0,0.0,0.0
