Player Id,Year,Rushing Yards pts sum,Rushing Yards pts mean,Receiving Yards pts sum,Receiving Yards pts mean,Rushing TDs pts sum,Rushing TDs pts mean,Receiving TDs pts sum,Receiving TDs pts mean,Receptions pts sum,Receptions pts mean,Rushing Bonus pts sum,Rushing Bonus pts mean,Receiving Bonus pts sum,Receiving Bonus pts mean,Total pts sum,Total pts mean,Total pts active sum,Total pts started sum,Games Played sum,Games Played mean,Games Started sum,Percentage Started Games,Avg pts per Games Played,Avg pts per Games Started,Percentage Played Games,Sum Fantasy Rank,Avg Fantasy Rank,Avg pts Played Rank,Avg pts Started Rank
legarretteblount/497149,2013,77.2,4.825,3.8000000000000003,0.9500000000000001,42.0,2.625,0.0,0.0,0.8,0.2,5,0.3125,0,0.0,128.8,8.05,128.8,79.60000000000001,16,1.0,7,0.4375,8.05,11.371428571428572,1.0,9.0,11.0,12.0,9.0
legarretteblount/497149,2012,15.100000000000001,1.5100000000000002,0.2,0.1,12.0,1.2,0.0,0.0,0.4,0.2,0,0.0,0,0.0,27.700000000000003,1.7312500000000002,27.700000000000003,0.0,13,0.8125,0,0.0,2.130769230769231,,0.8125,17.0,17.0,17.0,
legarretteblount/497149,2011,78.10000000000001,5.578571428571429,14.8,1.48,30.0,2.142857142857143,0.0,0.0,6.000000000000001,0.6000000000000001,6,0.375,0,0.0,134.9,8.43125,134.9,134.9,14,0.875,14,0.875,9.635714285714286,9.635714285714286,0.875,6.0,6.0,6.0,7.0
legarretteblount/497149,2010,100.7,7.746153846153846,1.4000000000000001,0.28,36.0,2.769230769230769,0.0,0.0,2.0,0.4,11,0.6875,0,0.0,151.1,9.44375,151.1,87.5,13,0.8125,7,0.4375,11.623076923076923,12.5,0.8125,3.0,3.0,3.0,3.0
alfredblue/2543600,2017,26.200000000000003,3.2750000000000004,5.4,1.35,6.0,0.75,0.0,0.0,2.8000000000000003,0.7000000000000001,2,0.125,0,0.0,42.400000000000006,2.6500000000000004,42.400000000000006,0.0,11,0.6875,0,0.0,3.854545454545455,,0.6875,72.0,80.0,77.0,
alfredblue/2543600,2016,42.0,3.0,4.0,0.5714285714285714,6.0,0.42857142857142855,0.0,0.0,4.800000000000001,0.6857142857142858,0,0.0,0,0.0,56.800000000000004,3.5500000000000003,56.800000000000004,21.8,14,0.875,2,0.125,4.057142857142858,10.9,0.875,56.0,60.0,61.0,40.5
alfredblue/2543600,2015,69.80000000000001,4.985714285714287,10.9,1.2111111111111112,12.0,0.8571428571428571,6.0,0.6666666666666666,6.000000000000002,0.6666666666666669,6,0.375,0,0.0,110.70000000000002,6.918750000000001,110.70000000000002,79.00000000000001,16,1.0,9,0.5625,6.918750000000001,8.777777777777779,1.0,29.0,33.0,37.0,32.0
alfredblue/2543600,2014,52.800000000000004,3.3000000000000003,11.3,1.6142857142857143,12.0,0.75,6.0,0.8571428571428571,6.0,0.8571428571428571,5,0.3125,0,0.0,93.09999999999998,5.818749999999999,93.09999999999998,37.60000000000001,16,1.0,3,0.1875,5.818749999999999,12.533333333333337,1.0,21.0,22.0,26.0,9.0
tommybohanon/2540225,2017,0.5,0.125,4.300000000000001,0.6142857142857144,12.0,3.0,6.0,0.8571428571428571,2.4,0.34285714285714286,0,0.0,0,0.0,25.200000000000003,1.5750000000000002,25.200000000000003,21.2,16,1.0,10,0.625,1.5750000000000002,2.12,1.0,85.0,93.0,97.0,69.0
tommybohanon/2540225,2015,0.2,0.2,5.6000000000000005,1.4000000000000001,0.0,0.0,0.0,0.0,1.6,0.4,0,0.0,0,0.0,7.4,0.4625,7.4,4.4,16,1.0,4,0.25,0.4625,1.1,1.0,72.0,75.0,76.0,53.0
